Topics,Alpha,Beta,Coherence,Topic Diversity,Topic Quality
14,0.31,0.31,0.36641446700056557,0.8857142857142857,0.32453852791478666
14,0.61,0.61,0.3605462615579555,0.9,0.32449163540216
3,0.9099999999999999,0.61,0.32443893660792417,1.0,0.32443893660792417
18,0.01,0.31,0.36886901953176415,0.8777777777777778,0.32378502825565963
17,0.31,0.61,0.36434024922597075,0.888235294117647,0.32361986843012697
3,0.31,0.01,0.3235665160955063,1.0,0.3235665160955063
3,symmetric,0.01,0.3235665160955063,1.0,0.3235665160955063
14,0.9099999999999999,0.9099999999999999,0.3591918269300361,0.9,0.3232726442370325
16,asymmetric,symmetric,0.35180349672890454,0.91875,0.32321946261968104
16,0.61,0.01,0.3493538986939281,0.925,0.3231523562918835
18,asymmetric,0.31,0.37746131316083026,0.8555555555555555,0.3229391234820437
19,0.01,symmetric,0.36085170177549963,0.8947368421052632,0.3228673121149207
19,symmetric,symmetric,0.36083719475509995,0.8947368421052632,0.3228543321493
19,0.61,0.01,0.358565186977296,0.9,0.3227086682795664
17,asymmetric,0.9099999999999999,0.3755899439316312,0.8588235294117647,0.3225654812589303
14,asymmetric,0.9099999999999999,0.35817654738320365,0.9,0.32235889264488327
14,0.61,0.31,0.3634095754040924,0.8857142857142857,0.32187705250076754
19,0.9099999999999999,0.01,0.3597372086890223,0.8947368421052632,0.32187013409017784
11,asymmetric,0.9099999999999999,0.33717078812008267,0.9545454545454546,0.32184484320553347
17,symmetric,symmetric,0.35507195027836463,0.9058823529411765,0.32165341378157736
17,0.9099999999999999,0.9099999999999999,0.35276650996351117,0.9117647058823529,0.3216400532020249
6,asymmetric,0.01,0.34407741273150805,0.9333333333333333,0.3211389185494075
4,asymmetric,0.01,0.34626979448099554,0.925,0.32029955989492087
17,0.61,symmetric,0.3557163973684047,0.9,0.32014475763156425
16,0.01,0.01,0.3503032591907581,0.9125,0.3196517240115668
18,symmetric,0.31,0.36635726892503995,0.8722222222222222,0.3195449512290626
10,asymmetric,0.9099999999999999,0.3471188806630885,0.92,0.31934937021004145
10,0.31,0.9099999999999999,0.34701709678070825,0.92,0.3192557290382516
17,0.01,symmetric,0.3500983727496984,0.9117647058823529,0.31920733986001915
17,0.9099999999999999,0.61,0.3546094927662312,0.9,0.3191485434896081
13,0.9099999999999999,0.9099999999999999,0.3574957879961565,0.8923076923076924,0.3189962415965704
15,symmetric,symmetric,0.34663796365616917,0.92,0.31890692656367564
17,0.01,0.01,0.3447632653270664,0.9235294117647059,0.31839901562558487
11,0.01,0.9099999999999999,0.3400229281003051,0.9363636363636364,0.31838510540301296
10,0.61,0.9099999999999999,0.3421802556258234,0.93,0.3182276377320158
19,0.9099999999999999,0.9099999999999999,0.35979713908152755,0.8842105263157894,0.31813641771419277
14,0.01,0.9099999999999999,0.3591740229272125,0.8857142857142857,0.3181255631641025
3,0.9099999999999999,0.01,0.3181051714773104,1.0,0.3181051714773104
3,0.61,0.01,0.3181051714773104,1.0,0.3181051714773104
17,asymmetric,0.61,0.3750599208991457,0.8470588235294118,0.3176978153498646
11,0.31,0.9099999999999999,0.3390048898099839,0.9363636363636364,0.3174318513675304
18,0.31,0.01,0.3501851331434176,0.9055555555555556,0.31711209279098374
18,asymmetric,0.61,0.36552398934620767,0.8666666666666667,0.31678745743338
11,0.31,0.31,0.3349649440560991,0.9454545454545454,0.3166941289257664
16,0.01,symmetric,0.3470225742295012,0.9125,0.3166580989844199
10,asymmetric,0.61,0.340473900163828,0.93,0.3166407271523601
18,0.31,0.31,0.3561605493415059,0.8888888888888888,0.3165871549702275
12,asymmetric,0.9099999999999999,0.3388969816831733,0.9333333333333333,0.31630384957096175
14,asymmetric,0.31,0.3629412955087079,0.8714285714285714,0.3162774146575883
17,0.9099999999999999,0.31,0.35822410777781755,0.8823529411764706,0.3160800950980743
15,0.31,0.01,0.34336721049383623,0.92,0.31589783365432933
14,0.31,0.9099999999999999,0.35653640100120026,0.8857142857142857,0.31578938374392024
17,0.9099999999999999,0.01,0.3485370714051217,0.9058823529411765,0.31573358233169846
3,0.9099999999999999,0.31,0.3155609229989516,1.0,0.3155609229989516
3,0.61,0.31,0.3155609229989516,1.0,0.3155609229989516
3,0.9099999999999999,symmetric,0.3155609229989516,1.0,0.3155609229989516
3,0.61,symmetric,0.3155609229989516,1.0,0.3155609229989516
18,0.9099999999999999,symmetric,0.348314390674584,0.9055555555555556,0.3154180315553177
17,symmetric,0.01,0.34370621816515456,0.9176470588235294,0.3154010001986124
14,0.31,0.61,0.35607318802246307,0.8857142857142857,0.3153791093913244
19,0.61,symmetric,0.3631272679068978,0.868421052631579,0.3153473642349376
18,asymmetric,0.9099999999999999,0.3662006375071065,0.8611111111111112,0.31533943785334173
12,0.01,0.01,0.331907243649783,0.95,0.31531188146729383
16,symmetric,0.01,0.3428847776584663,0.91875,0.3150253894737159
16,symmetric,0.31,0.3546788917853028,0.8875,0.31477751645945623
18,0.9099999999999999,0.61,0.3654072966184312,0.8611111111111112,0.31465628319920463
14,0.31,symmetric,0.35801315939963135,0.8785714285714286,0.31454013290110466
19,asymmetric,0.01,0.34535352588939805,0.9105263157894737,0.31445347357297826
15,0.9099999999999999,0.9099999999999999,0.3546271824032541,0.8866666666666667,0.3144361017308853
19,0.31,0.01,0.35132021793501794,0.8947368421052632,0.3143391423629108
